sex,age_cat,race,priors_count,c_charge_degree,two_year_recid,length_of_stay
Male,> 45,Caucasian,4.398374466594833,F,1,-0.34065447528536436
Male,25 - 45,African-American,1.2402317453337752,F,1,4.307934479191209
Male,< 25,African-American,-0.3388396152967538,F,1,-0.3598635205517965
Male,25 - 45,African-American,1.2402317453337752,F,1,-0.283027339486068
Female,> 45,African-American,-0.7336074554543861,M,0,1.1192329649634767
Male,25 - 45,African-American,-0.7336074554543861,M,0,-0.22540020368677166
Male,< 25,African-American,0.6480799850973268,F,1,-0.14856402262104318
Male,25 - 45,African-American,-0.14145569521793772,F,1,-0.07172784155531468
Male,25 - 45,African-American,0.6480799850973268,F,0,-0.3598635205517965
Female,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Male,25 - 45,African-American,-0.53622353537557,F,0,-0.34065447528536436
Male,< 25,African-American,-0.7336074554543861,F,1,-0.3214454300189323
Male,25 - 45,African-American,-0.3388396152967538,M,0,-0.3598635205517965
Male,25 - 45,African-American,-0.53622353537557,M,1,-0.34065447528536436
Male,25 - 45,Caucasian,2.819303105964304,F,1,3.0593465368731207
Female,25 - 45,African-American,-0.14145569521793772,F,1,-0.3598635205517965
Male,< 25,Caucasian,-0.7336074554543861,F,1,-0.3598635205517965
Male,25 - 45,African-American,-0.7336074554543861,M,1,-0.34065447528536436
Male,> 45,African-American,0.45069606501851067,M,1,-0.20619115842033953
Female,> 45,African-American,0.0559282248608784,F,0,-0.11014593208817892
Female,< 25,Caucasian,-0.53622353537557,M,0,-0.34065447528536436
Male,25 - 45,African-American,-0.3388396152967538,F,1,0.1011535658425744
Male,25 - 45,Caucasian,-0.7336074554543861,M,1,-0.3598635205517965
Male,25 - 45,African-American,0.2533121449396945,F,1,-0.3598635205517965
Male,25 - 45,African-American,-0.53622353537557,M,0,-0.30223638475250014
Female,> 45,Caucasian,-0.3388396152967538,F,0,-0.3598635205517965
Male,25 - 45,African-American,-0.53622353537557,F,1,0.7350520596348343
Male,25 - 45,African-American,3.806222706358385,F,1,-0.34065447528536436
Male,25 - 45,African-American,4.200990546516017,M,1,-0.3598635205517965
Male,25 - 45,African-American,2.819303105964304,F,1,-0.12935497735461104
Male,> 45,African-American,-0.53622353537557,M,0,-0.34065447528536436
Male,25 - 45,African-American,1.4376156654125913,F,0,-0.3598635205517965
Female,25 - 45,Caucasian,-0.7336074554543861,F,0,-0.34065447528536436
Male,25 - 45,Caucasian,1.0428478252549591,F,0,-0.3598635205517965
Male,25 - 45,Caucasian,0.8454639051761429,M,0,-0.3790725658182286
Male,< 25,African-American,0.6480799850973268,F,1,-0.16777306788747529
Male,25 - 45,Caucasian,-0.7336074554543861,F,0,-0.3598635205517965
Male,25 - 45,African-American,0.6480799850973268,F,0,0.005108339510413799
Female,25 - 45,African-American,-0.7336074554543861,M,1,-0.30223638475250014
Male,25 - 45,African-American,-0.53622353537557,F,0,-0.3598635205517965
Male,25 - 45,African-American,-0.14145569521793772,M,0,-0.34065447528536436
Female,25 - 45,African-American,-0.14145569521793772,F,0,0.8118882407005628
Male,25 - 45,African-American,4.398374466594833,F,1,-0.3598635205517965
Male,> 45,Caucasian,-0.53622353537557,F,0,-0.3598635205517965
Male,> 45,Caucasian,-0.53622353537557,F,0,-0.3598635205517965
Male,< 25,African-American,-0.53622353537557,M,0,-0.3214454300189323
Male,25 - 45,African-American,-0.7336074554543861,F,0,-0.34065447528536436
Male,> 45,African-American,1.4376156654125913,F,0,-0.34065447528536436
Male,> 45,Caucasian,1.8323835055702236,F,0,-0.3598635205517965
Male,25 - 45,African-American,1.0428478252549591,F,1,-0.3598635205517965
Female,25 - 45,Caucasian,-0.53622353537557,F,0,0.3892892448390562
Male,> 45,African-American,0.8454639051761429,M,1,-0.3598635205517965
Female,25 - 45,African-American,0.2533121449396945,F,1,-0.3598635205517965
Male,> 45,African-American,-0.7336074554543861,F,0,-0.3598635205517965
Male,25 - 45,Caucasian,-0.7336074554543861,F,0,-0.20619115842033953
Male,< 25,African-American,-0.3388396152967538,F,1,-0.3598635205517965
Male,< 25,African-American,-0.53622353537557,F,1,-0.3598635205517965
Female,25 - 45,African-American,1.2402317453337752,F,0,-0.34065447528536436
Male,< 25,Caucasian,0.8454639051761429,F,0,0.350871154306192
Female,25 - 45,Caucasian,-0.3388396152967538,F,1,-0.34065447528536436
Male,25 - 45,African-American,-0.7336074554543861,M,1,0.2740349732404635
Male,25 - 45,Caucasian,-0.7336074554543861,F,0,-0.3598635205517965
Male,25 - 45,Caucasian,-0.7336074554543861,F,0,-0.3598635205517965
Male,25 - 45,African-American,0.0559282248608784,M,1,-0.3790725658182286
Male,25 - 45,African-American,-0.7336074554543861,F,1,-0.3598635205517965
Male,> 45,Caucasian,-0.3388396152967538,F,0,-0.3598635205517965
Female,> 45,Caucasian,1.2402317453337752,F,1,0.42770733537192046
Male,< 25,African-American,-0.7336074554543861,F,1,-0.3598635205517965
Female,< 25,African-American,-0.53622353537557,F,1,-0.34065447528536436
Male,25 - 45,African-American,-0.7336074554543861,F,1,-0.3790725658182286
Male,< 25,African-American,-0.53622353537557,F,1,-0.34065447528536436
Male,25 - 45,African-American,4.5957583866736496,F,0,-0.34065447528536436
Male,< 25,Caucasian,-0.3388396152967538,F,1,-0.16777306788747529
Male,< 25,African-American,-0.7336074554543861,F,1,-0.0909368868217468
Male,25 - 45,Caucasian,-0.3388396152967538,F,0,-0.34065447528536436
Female,> 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Male,< 25,African-American,-0.53622353537557,F,1,0.7350520596348343
Male,25 - 45,African-American,-0.7336074554543861,F,0,-0.3598635205517965
Male,< 25,Caucasian,-0.53622353537557,F,0,-0.34065447528536436
Male,25 - 45,Caucasian,-0.14145569521793772,F,1,-0.34065447528536436
Female,25 - 45,African-American,-0.53622353537557,F,0,-0.34065447528536436
Male,> 45,Caucasian,-0.14145569521793772,M,0,-0.34065447528536436
Male,25 - 45,African-American,-0.7336074554543861,M,0,-0.3598635205517965
Male,25 - 45,Caucasian,-0.7336074554543861,M,1,-0.3214454300189323
Female,> 45,Caucasian,-0.3388396152967538,F,0,0.25482592797403136
Male,< 25,African-American,-0.14145569521793772,F,1,-0.3598635205517965
Male,< 25,African-American,-0.14145569521793772,F,1,-0.3790725658182286
Male,> 45,Caucasian,-0.3388396152967538,F,0,-0.34065447528536436
Male,25 - 45,African-American,-0.7336074554543861,M,0,0.04352643004327804
Female,25 - 45,Caucasian,-0.7336074554543861,F,1,-0.3598635205517965
Male,25 - 45,Caucasian,-0.7336074554543861,F,0,-0.34065447528536436
Male,< 25,African-American,-0.7336074554543861,M,1,1.5034138702921191
Male,< 25,Caucasian,-0.7336074554543861,F,1,-0.3598635205517965
Male,25 - 45,Caucasian,-0.14145569521793772,F,1,-0.34065447528536436
Male,25 - 45,Caucasian,-0.7336074554543861,F,1,-0.3598635205517965
Male,> 45,Caucasian,-0.53622353537557,F,1,0.21640783744116712
Male,25 - 45,African-American,0.6480799850973268,F,1,1.1192329649634767
Male,> 45,Caucasian,-0.7336074554543861,M,0,-0.34065447528536436
Female,25 - 45,African-American,1.4376156654125913,F,0,-0.3598635205517965
Male,25 - 45,African-American,0.6480799850973268,F,0,-0.34065447528536436
Male,25 - 45,African-American,-0.53622353537557,F,1,-0.3598635205517965
Female,25 - 45,African-American,2.227151345727856,M,1,-0.34065447528536436
Male,25 - 45,Caucasian,1.0428478252549591,M,0,-0.3598635205517965
Male,25 - 45,African-American,-0.7336074554543861,F,1,-0.30223638475250014
Male,25 - 45,African-American,0.0559282248608784,F,0,-0.3790725658182286
Female,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.3214454300189323
Male,25 - 45,Caucasian,0.2533121449396945,F,1,-0.34065447528536436
Male,25 - 45,Caucasian,-0.7336074554543861,M,1,-0.3598635205517965
Male,25 - 45,African-American,0.0559282248608784,F,0,-0.22540020368677166
Male,25 - 45,African-American,-0.53622353537557,M,1,-0.3598635205517965
Female,< 25,Caucasian,-0.3388396152967538,M,1,-0.3214454300189323
Male,> 45,Caucasian,-0.7336074554543861,F,0,-0.3598635205517965
Male,25 - 45,African-American,0.0559282248608784,F,0,-0.3598635205517965
Male,> 45,Caucasian,-0.53622353537557,F,1,-0.3598635205517965
Male,25 - 45,Caucasian,-0.14145569521793772,M,1,-0.34065447528536436
Male,25 - 45,Caucasian,-0.53622353537557,F,1,-0.3598635205517965
Male,25 - 45,African-American,-0.7336074554543861,M,1,-0.34065447528536436
Male,25 - 45,African-American,-0.7336074554543861,M,0,-0.3598635205517965
Male,25 - 45,Caucasian,0.2533121449396945,F,0,-0.014100705756018322
Male,< 25,African-American,-0.7336074554543861,F,0,-0.34065447528536436
Male,25 - 45,African-American,0.8454639051761429,M,0,-0.34065447528536436
Male,> 45,Caucasian,0.6480799850973268,F,0,-0.3598635205517965
Male,> 45,African-American,-0.14145569521793772,M,1,-0.34065447528536436
Male,> 45,Caucasian,0.6480799850973268,F,1,0.33166210903975984
Male,25 - 45,Caucasian,0.2533121449396945,F,1,-0.30223638475250014
Male,> 45,Caucasian,-0.14145569521793772,M,0,0.850306331233427
Male,25 - 45,Caucasian,-0.7336074554543861,F,0,-0.3598635205517965
Male,25 - 45,African-American,4.5957583866736496,M,0,-0.3598635205517965
Male,25 - 45,African-American,0.2533121449396945,F,0,-0.3214454300189323
Female,25 - 45,African-American,-0.7336074554543861,M,1,-0.3214454300189323
Male,< 25,Caucasian,-0.7336074554543861,F,1,-0.24460924895320377
Female,25 - 45,Caucasian,-0.3388396152967538,F,1,0.25482592797403136
Male,< 25,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Male,< 25,African-American,-0.7336074554543861,M,1,-0.34065447528536436
Male,< 25,African-American,-0.53622353537557,M,1,2.002849047219354
Male,25 - 45,African-American,-0.7336074554543861,M,1,-0.3598635205517965
Male,> 45,Caucasian,0.8454639051761429,F,0,0.3892892448390562
Male,25 - 45,African-American,-0.53622353537557,M,0,-0.3214454300189323
Female,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Male,> 45,Caucasian,-0.7336074554543861,F,0,-0.34065447528536436
Male,> 45,Caucasian,2.424535265806672,F,1,-0.14856402262104318
Male,25 - 45,African-American,-0.14145569521793772,F,1,-0.34065447528536436
Male,> 45,African-American,-0.7336074554543861,M,0,-0.3598635205517965
Male,< 25,African-American,-0.53622353537557,M,0,0.3892892448390562
Female,25 - 45,Caucasian,-0.14145569521793772,F,1,0.15878070164187078
Female,25 - 45,African-American,-0.7336074554543861,F,0,-0.3598635205517965
Male,25 - 45,African-American,1.4376156654125913,F,0,-0.283027339486068
Male,25 - 45,African-American,1.4376156654125913,F,1,-0.3598635205517965
Male,25 - 45,African-American,0.0559282248608784,M,0,-0.3598635205517965
Female,< 25,African-American,-0.53622353537557,F,1,7.976862125079744
Female,25 - 45,Caucasian,-0.53622353537557,F,0,-0.34065447528536436
Male,25 - 45,African-American,-0.7336074554543861,M,1,-0.3214454300189323
Male,25 - 45,Caucasian,0.6480799850973268,F,1,0.9655606028320197
Male,< 25,African-American,-0.53622353537557,F,0,-0.34065447528536436
Male,< 25,African-American,-0.7336074554543861,F,1,-0.22540020368677166
Female,25 - 45,Caucasian,-0.14145569521793772,F,0,-0.3598635205517965
Male,> 45,African-American,-0.53622353537557,M,0,-0.34065447528536436
Male,> 45,Caucasian,-0.14145569521793772,F,0,3.3090641253367385
Male,25 - 45,African-American,-0.3388396152967538,F,1,4.365561614990505
Male,< 25,African-American,-0.7336074554543861,M,0,-0.34065447528536436
Male,> 45,Caucasian,-0.7336074554543861,F,0,-0.3214454300189323
Male,25 - 45,African-American,1.0428478252549591,F,0,-0.12935497735461104
Female,< 25,African-American,-0.3388396152967538,F,1,1.8683857303543294
Male,25 - 45,African-American,0.8454639051761429,F,1,-0.3214454300189323
Female,25 - 45,African-American,-0.3388396152967538,M,0,-0.3598635205517965
Male,25 - 45,African-American,0.2533121449396945,M,0,-0.3598635205517965
Male,< 25,African-American,-0.53622353537557,F,1,-0.34065447528536436
Male,25 - 45,Caucasian,0.8454639051761429,F,1,0.8118882407005628
Male,25 - 45,African-American,-0.3388396152967538,M,0,-0.3214454300189323
Male,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Male,25 - 45,African-American,-0.7336074554543861,F,0,-0.34065447528536436
Male,< 25,African-American,-0.3388396152967538,F,1,-0.05251879628888256
Male,> 45,Caucasian,-0.3388396152967538,F,0,-0.014100705756018322
Female,25 - 45,African-American,-0.7336074554543861,F,1,0.19719879217473502
Male,25 - 45,Caucasian,3.411454866200753,F,0,3.366691261136035
Female,25 - 45,African-American,-0.3388396152967538,F,0,-0.3214454300189323
Male,25 - 45,Caucasian,0.2533121449396945,F,1,1.5802500513578477
Male,25 - 45,African-American,3.0166870260431202,M,1,1.2344872365620694
Male,< 25,African-American,-0.14145569521793772,F,1,-0.30223638475250014
Female,25 - 45,Caucasian,-0.14145569521793772,M,1,-0.34065447528536436
Male,> 45,Caucasian,1.0428478252549591,M,1,0.005108339510413799
Female,< 25,African-American,-0.53622353537557,F,1,-0.30223638475250014
Male,> 45,African-American,-0.3388396152967538,M,1,-0.3598635205517965
Female,> 45,Caucasian,-0.53622353537557,M,0,-0.30223638475250014
Male,< 25,African-American,-0.53622353537557,F,1,-0.34065447528536436
Female,25 - 45,African-American,-0.14145569521793772,F,1,-0.3598635205517965
Male,> 45,African-American,-0.7336074554543861,M,0,-0.34065447528536436
Male,25 - 45,African-American,4.793142306752466,M,1,-0.3598635205517965
Male,25 - 45,African-American,-0.3388396152967538,F,0,-0.34065447528536436
Female,25 - 45,Caucasian,-0.53622353537557,F,1,0.04352643004327804
Male,> 45,African-American,0.0559282248608784,F,0,-0.34065447528536436
Male,25 - 45,African-American,3.411454866200753,M,1,-0.2638182942196359
Male,25 - 45,Caucasian,-0.7336074554543861,F,0,-0.3598635205517965
Male,25 - 45,Caucasian,-0.53622353537557,F,0,-0.34065447528536436
Female,25 - 45,Caucasian,-0.3388396152967538,F,0,-0.34065447528536436
Female,< 25,African-American,0.0559282248608784,F,1,-0.2638182942196359
Female,25 - 45,Caucasian,-0.7336074554543861,F,1,-0.3598635205517965
Female,25 - 45,Caucasian,0.0559282248608784,F,0,-0.3598635205517965
Male,25 - 45,African-American,3.214070946121937,F,1,0.3124530637733277
Male,< 25,African-American,-0.53622353537557,F,1,-0.34065447528536436
Male,> 45,African-American,-0.7336074554543861,M,0,-0.34065447528536436
Male,25 - 45,African-American,1.0428478252549591,F,1,0.5813796975033774
Male,25 - 45,African-American,-0.53622353537557,F,0,-0.3598635205517965
Male,< 25,African-American,-0.53622353537557,F,1,-0.34065447528536436
Female,< 25,African-American,-0.7336074554543861,F,1,0.2740349732404635
Female,25 - 45,Caucasian,-0.7336074554543861,F,1,-0.3214454300189323
Male,< 25,African-American,-0.7336074554543861,F,0,-0.34065447528536436
Male,25 - 45,African-American,0.0559282248608784,F,0,-0.3598635205517965
Male,25 - 45,African-American,-0.7336074554543861,M,0,-0.34065447528536436
Male,25 - 45,Caucasian,-0.7336074554543861,F,0,-0.3598635205517965
Male,< 25,African-American,-0.14145569521793772,F,0,0.2740349732404635
Male,25 - 45,Caucasian,0.2533121449396945,F,0,-0.24460924895320377
Male,> 45,Caucasian,-0.53622353537557,F,0,-0.03330975102245044
Male,< 25,African-American,-0.7336074554543861,F,1,-0.2638182942196359
Male,< 25,African-American,0.6480799850973268,F,1,0.9463515575655876
Male,< 25,Caucasian,-0.7336074554543861,F,0,-0.3598635205517965
Male,25 - 45,Caucasian,-0.3388396152967538,F,0,-0.34065447528536436
Male,> 45,African-American,1.8323835055702236,F,0,-0.3598635205517965
Female,< 25,African-American,-0.3388396152967538,F,0,-0.34065447528536436
Male,> 45,Caucasian,0.6480799850973268,F,0,-0.3790725658182286
Male,25 - 45,African-American,-0.14145569521793772,F,1,-0.30223638475250014
Male,< 25,African-American,-0.53622353537557,F,1,-0.3598635205517965
Male,> 45,African-American,-0.7336074554543861,F,0,3.8277083475304057
Male,< 25,Caucasian,-0.14145569521793772,F,1,-0.22540020368677166
Male,25 - 45,African-American,-0.53622353537557,M,0,-0.3214454300189323
Female,25 - 45,Caucasian,-0.7336074554543861,M,0,0.19719879217473502
Male,> 45,African-American,-0.53622353537557,M,0,-0.3214454300189323
Male,25 - 45,Caucasian,-0.53622353537557,M,0,-0.3790725658182286
Male,25 - 45,African-American,-0.7336074554543861,M,0,-0.3214454300189323
Male,> 45,Caucasian,-0.53622353537557,F,0,-0.34065447528536436
Male,25 - 45,African-American,0.6480799850973268,F,0,-0.3598635205517965
Male,25 - 45,Caucasian,0.2533121449396945,F,1,-0.3598635205517965
Female,25 - 45,Caucasian,-0.7336074554543861,F,0,-0.3214454300189323
Male,25 - 45,African-American,-0.53622353537557,F,0,0.5429616069705132
Male,< 25,Caucasian,-0.3388396152967538,F,1,-0.3598635205517965
Male,< 25,Caucasian,-0.53622353537557,F,1,0.5621706522369453
Male,> 45,African-American,-0.53622353537557,F,0,0.831097285966995
Female,< 25,African-American,-0.3388396152967538,M,1,0.29324401850689563
Male,25 - 45,African-American,0.45069606501851067,F,1,0.3124530637733277
Female,25 - 45,African-American,-0.7336074554543861,M,0,-0.3598635205517965
Male,> 45,Caucasian,-0.14145569521793772,M,1,1.4073686439599586
Female,< 25,African-American,-0.3388396152967538,F,0,-0.34065447528536436
Male,25 - 45,Caucasian,0.0559282248608784,F,1,0.19719879217473502
Male,> 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Male,< 25,African-American,2.0297674256490397,F,1,3.097764627405985
Male,25 - 45,African-American,1.4376156654125913,F,0,-0.014100705756018322
Male,> 45,African-American,3.608838786279569,F,1,0.29324401850689563
Male,< 25,Caucasian,-0.7336074554543861,F,0,-0.3598635205517965
Male,25 - 45,African-American,0.2533121449396945,M,0,-0.34065447528536436
Male,> 45,African-American,3.0166870260431202,F,1,3.712454075931813
Male,> 45,African-American,-0.7336074554543861,M,1,0.21640783744116712
Male,25 - 45,Caucasian,-0.53622353537557,M,0,0.4469163806383526
Male,25 - 45,African-American,-0.7336074554543861,F,0,-0.3214454300189323
Male,25 - 45,Caucasian,-0.7336074554543861,F,1,-0.3598635205517965
Male,25 - 45,African-American,0.2533121449396945,F,1,3.962171664395431
Female,25 - 45,African-American,-0.7336074554543861,F,0,-0.34065447528536436
Female,25 - 45,Caucasian,-0.53622353537557,F,0,1.2536962818285016
Male,25 - 45,African-American,-0.3388396152967538,F,1,2.1757304546172436
Female,25 - 45,African-American,1.0428478252549591,F,1,-0.0909368868217468
Male,< 25,African-American,-0.14145569521793772,F,1,0.4853344711712168
Male,25 - 45,African-American,0.2533121449396945,F,0,-0.3598635205517965
Male,25 - 45,African-American,1.4376156654125913,M,1,-0.3598635205517965
Male,> 45,African-American,1.8323835055702236,F,0,1.3881595986935265
Male,25 - 45,African-American,0.0559282248608784,F,0,0.3700801995726241
Male,25 - 45,African-American,0.0559282248608784,F,1,-0.3598635205517965
Female,25 - 45,Caucasian,-0.53622353537557,M,0,-0.3598635205517965
Male,25 - 45,African-American,0.45069606501851067,F,1,-0.34065447528536436
Male,25 - 45,Caucasian,1.0428478252549591,F,1,-0.34065447528536436
Male,25 - 45,Caucasian,0.0559282248608784,M,1,-0.3598635205517965
Male,< 25,Caucasian,-0.14145569521793772,M,1,-0.16777306788747529
Male,25 - 45,Caucasian,-0.7336074554543861,F,0,-0.3214454300189323
Female,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Male,25 - 45,African-American,-0.7336074554543861,M,1,-0.34065447528536436
Male,> 45,Caucasian,-0.53622353537557,F,0,-0.30223638475250014
Female,25 - 45,Caucasian,-0.53622353537557,M,1,-0.3214454300189323
Male,25 - 45,African-American,0.8454639051761429,F,0,-0.3214454300189323
Male,25 - 45,African-American,-0.7336074554543861,F,0,-0.34065447528536436
Male,25 - 45,Caucasian,-0.3388396152967538,F,0,0.005108339510413799
Male,> 45,African-American,3.608838786279569,F,1,0.9655606028320197
Male,> 45,Caucasian,-0.7336074554543861,M,1,-0.30223638475250014
Male,25 - 45,African-American,-0.3388396152967538,F,1,-0.3598635205517965
Male,> 45,Caucasian,-0.53622353537557,M,0,-0.3598635205517965
Male,25 - 45,African-American,1.4376156654125913,F,1,5.806240009972914
Male,> 45,Caucasian,-0.3388396152967538,F,0,0.4084982901054883
Male,25 - 45,Caucasian,-0.7336074554543861,M,1,-0.03330975102245044
Male,25 - 45,African-American,0.45069606501851067,F,1,-0.16777306788747529
Male,25 - 45,Caucasian,-0.53622353537557,F,0,-0.34065447528536436
Female,25 - 45,Caucasian,0.2533121449396945,M,1,-0.24460924895320377
Male,25 - 45,African-American,-0.7336074554543861,M,0,-0.3598635205517965
Male,25 - 45,Caucasian,-0.7336074554543861,F,0,-0.30223638475250014
Female,> 45,Caucasian,-0.14145569521793772,M,0,-0.3598635205517965
Male,25 - 45,Caucasian,0.0559282248608784,F,1,-0.03330975102245044
Male,< 25,African-American,0.45069606501851067,F,1,-0.34065447528536436
Female,25 - 45,African-American,-0.7336074554543861,M,1,-0.3598635205517965
Female,25 - 45,Caucasian,-0.3388396152967538,F,0,0.3124530637733277
Male,25 - 45,African-American,0.2533121449396945,F,0,-0.3598635205517965
Male,25 - 45,Caucasian,1.6349995854914074,F,0,-0.3598635205517965
Female,25 - 45,African-American,-0.3388396152967538,F,1,-0.34065447528536436
Male,25 - 45,African-American,-0.7336074554543861,F,0,-0.3598635205517965
Female,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Male,25 - 45,African-American,0.6480799850973268,F,1,0.350871154306192
Male,< 25,African-American,-0.7336074554543861,F,1,-0.3598635205517965
Female,25 - 45,Caucasian,-0.53622353537557,M,0,0.17798974690830288
Male,25 - 45,Caucasian,-0.7336074554543861,F,0,2.0604761830186504
Female,25 - 45,African-American,-0.3388396152967538,F,0,-0.3598635205517965
Female,> 45,Caucasian,0.0559282248608784,F,0,-0.20619115842033953
Male,25 - 45,Caucasian,-0.14145569521793772,F,0,-0.3214454300189323
Male,25 - 45,African-American,-0.14145569521793772,F,0,-0.11014593208817892
Male,25 - 45,African-American,2.621919185885488,F,1,-0.3598635205517965
Male,< 25,Caucasian,0.0559282248608784,F,1,-0.34065447528536436
Male,25 - 45,Caucasian,-0.14145569521793772,F,1,-0.3790725658182286
Male,25 - 45,African-American,1.2402317453337752,F,1,-0.3598635205517965
Male,> 45,Caucasian,0.2533121449396945,M,1,-0.3598635205517965
Female,< 25,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Male,> 45,Caucasian,1.2402317453337752,F,1,-0.3214454300189323
Male,25 - 45,African-American,2.424535265806672,F,1,4.269516388658345
Male,25 - 45,African-American,0.45069606501851067,M,1,-0.3214454300189323
Male,25 - 45,African-American,0.0559282248608784,F,1,0.1011535658425744
Male,< 25,African-American,-0.7336074554543861,F,0,-0.34065447528536436
Female,> 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Male,25 - 45,Caucasian,-0.53622353537557,F,1,-0.16777306788747529
Male,< 25,Caucasian,-0.53622353537557,F,0,-0.20619115842033953
Male,25 - 45,Caucasian,-0.53622353537557,M,0,-0.22540020368677166
Male,25 - 45,Caucasian,-0.7336074554543861,M,1,-0.3598635205517965
Male,25 - 45,African-American,2.0297674256490397,F,1,2.9633013105409605
Female,> 45,Caucasian,-0.7336074554543861,M,0,-0.34065447528536436
Male,25 - 45,Caucasian,0.0559282248608784,M,1,-0.34065447528536436
Female,< 25,African-American,-0.7336074554543861,M,0,-0.34065447528536436
Female,25 - 45,Caucasian,0.0559282248608784,F,1,-0.3598635205517965
Male,> 45,African-American,0.6480799850973268,F,0,0.5813796975033774
Male,> 45,Caucasian,-0.3388396152967538,F,1,-0.283027339486068
Male,25 - 45,African-American,0.2533121449396945,F,0,-0.283027339486068
Male,25 - 45,African-American,-0.53622353537557,M,1,-0.34065447528536436
Male,< 25,African-American,-0.53622353537557,F,0,-0.3598635205517965
Male,> 45,African-American,1.0428478252549591,F,0,-0.2638182942196359
Male,< 25,African-American,-0.3388396152967538,M,1,1.1384420102299089
Male,> 45,Caucasian,-0.53622353537557,M,0,-0.34065447528536436
Male,< 25,African-American,-0.3388396152967538,F,1,-0.3598635205517965
Female,> 45,Caucasian,-0.53622353537557,M,1,-0.34065447528536436
Male,25 - 45,African-American,3.411454866200753,F,0,0.19719879217473502
Female,25 - 45,African-American,-0.53622353537557,F,0,-0.3598635205517965
Male,< 25,Caucasian,0.0559282248608784,M,1,0.2740349732404635
Female,25 - 45,African-American,3.608838786279569,F,1,-0.30223638475250014
Male,25 - 45,Caucasian,1.8323835055702236,F,1,0.9847696480984519
Female,25 - 45,Caucasian,-0.7336074554543861,M,1,-0.34065447528536436
Male,< 25,African-American,-0.7336074554543861,F,0,-0.3790725658182286
Male,25 - 45,African-American,-0.7336074554543861,F,1,-0.34065447528536436
Female,> 45,Caucasian,-0.7336074554543861,M,0,-0.34065447528536436
Male,> 45,African-American,-0.14145569521793772,F,0,-0.3214454300189323
Female,25 - 45,African-American,-0.3388396152967538,F,1,0.23561688270759926
Male,25 - 45,African-American,1.0428478252549591,M,1,-0.3598635205517965
Male,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.34065447528536436
Male,25 - 45,African-American,-0.53622353537557,F,0,-0.3598635205517965
Male,> 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Male,25 - 45,African-American,-0.3388396152967538,F,0,0.15878070164187078
Male,< 25,African-American,-0.3388396152967538,F,1,-0.34065447528536436
Male,> 45,African-American,1.6349995854914074,F,1,0.9655606028320197
Male,25 - 45,Caucasian,-0.7336074554543861,M,0,0.7158430143684021
Male,25 - 45,African-American,1.8323835055702236,F,1,-0.3598635205517965
Male,> 45,Caucasian,-0.3388396152967538,F,0,-0.34065447528536436
Male,25 - 45,African-American,0.0559282248608784,F,0,-0.3790725658182286
Male,25 - 45,African-American,-0.53622353537557,M,0,-0.34065447528536436
Male,25 - 45,African-American,-0.53622353537557,F,0,0.4084982901054883
Male,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Male,25 - 45,Caucasian,-0.7336074554543861,F,0,-0.3598635205517965
Female,25 - 45,Caucasian,-0.7336074554543861,M,1,-0.3598635205517965
Male,> 45,African-American,3.0166870260431202,F,0,-0.11014593208817892
Male,> 45,African-American,0.6480799850973268,M,0,-0.3598635205517965
Female,25 - 45,African-American,-0.53622353537557,M,0,-0.3598635205517965
Male,25 - 45,Caucasian,0.2533121449396945,F,1,-0.3598635205517965
Male,25 - 45,African-American,-0.53622353537557,F,0,-0.3598635205517965
Male,> 45,Caucasian,-0.53622353537557,F,0,-0.3598635205517965
Male,25 - 45,Caucasian,-0.53622353537557,F,0,-0.3790725658182286
Female,25 - 45,African-American,0.0559282248608784,M,1,-0.34065447528536436
Male,25 - 45,Caucasian,-0.14145569521793772,F,1,-0.34065447528536436
Male,25 - 45,African-American,-0.7336074554543861,F,0,-0.3598635205517965
Male,> 45,Caucasian,-0.7336074554543861,M,0,-0.34065447528536436
Male,25 - 45,Caucasian,-0.53622353537557,M,1,-0.283027339486068
Female,25 - 45,African-American,-0.53622353537557,F,1,-0.3598635205517965
Female,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Male,25 - 45,African-American,0.6480799850973268,M,0,-0.22540020368677166
Male,> 45,Caucasian,0.45069606501851067,F,1,-0.3214454300189323
Male,< 25,African-American,0.8454639051761429,F,1,3.7508721664646774
Male,25 - 45,Caucasian,-0.7336074554543861,F,1,-0.3598635205517965
Male,25 - 45,African-American,0.8454639051761429,F,1,6.324884232166581
